age,monthlyincome,totalworkingyears,percentsalaryhike,distancefromhome,yearsatcompany,numcompaniesworked,yearswithcurrmanager,yearssincelastpromotion,trainingtimeslastyear,environmentsatisfaction_1.0,maritalstatus_Single,jobsatisfaction_1.0,businesstravel_Travel_Frequently,worklifebalance_3.0,educationfield_Life Sciences,environmentsatisfaction_4.0,jobsatisfaction_4.0,worklifebalance_1.0,environmentsatisfaction_3.0,jobsatisfaction_2.0,resignationreason_no aplica,department_Human Resources,retirementtype_no aplica,retirementtype_Resignation,businesstravel_Non-Travel,educationfield_Human Resources
33,87930,8.0,17,2,5,6.0,2,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
32,191890,4.0,12,1,3,0.0,2,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
39,38750,13.0,15,29,6,3.0,5,0,3,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
25,22160,6.0,13,7,3,2.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
52,117130,24.0,14,2,5,2.0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
43,78610,20.0,14,2,20,1.0,8,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
27,37080,6.0,16,2,6,1.0,4,4,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
27,137700,8.0,18,2,8,1.0,7,7,3,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
26,53040,5.0,20,2,4,0.0,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
42,26420,21.0,13,23,20,0.0,9,0,3,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
52,27590,12.0,18,5,5,9.0,4,0,6,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0
37,68040,8.0,13,20,3,4.0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
35,61420,10.0,15,6,2,2.0,2,2,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
25,25000,7.0,14,1,3,4.0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
26,63890,8.0,22,29,7,0.0,7,0,2,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
29,111030,10.0,12,9,10,1.0,9,0,5,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
49,23420,20.0,18,6,4,3.0,3,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
29,68110,9.0,15,3,8,0.0,7,7,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
54,22970,29.0,18,1,20,6.0,7,12,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
58,24500,32.0,12,22,9,3.0,5,1,2,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
55,50930,31.0,16,7,7,2.0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
36,53090,15.0,13,1,5,3.0,1,0,5,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
31,30570,1.0,19,4,1,1.0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
30,51210,8.0,13,3,3,7.0,2,0,4,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
31,168560,9.0,12,1,3,3.0,0,1,3,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
34,26860,10.0,11,2,4,5.0,3,1,3,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
31,61800,1.0,14,20,1,1.0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
27,66320,6.0,16,11,5,0.0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
36,35050,10.0,12,1,10,1.0,8,1,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
36,63970,11.0,14,24,3,4.0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
47,62740,17.0,14,23,6,7.0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
25,198590,6.0,19,16,3,3.0,2,2,3,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
37,75870,7.0,22,8,6,0.0,3,1,5,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
56,42580,5.0,16,10,3,2.0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
47,43640,26.0,11,3,20,3.0,6,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
24,43350,5.0,15,5,5,1.0,3,0,5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
32,53260,7.0,14,4,4,4.0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
34,32800,7.0,13,9,5,5.0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
41,54850,7.0,17,26,4,2.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
40,43420,11.0,11,3,8,3.0,7,0,6,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
31,27820,13.0,19,16,13,1.0,9,9,5,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
46,59800,28.0,11,18,7,4.0,3,4,2,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
39,43810,11.0,15,2,1,2.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
31,25720,10.0,13,2,10,1.0,7,4,3,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
45,38330,24.0,14,10,7,2.0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
31,42440,8.0,13,16,3,9.0,2,0,3,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
31,65000,7.0,23,7,2,6.0,2,2,5,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
45,184300,10.0,12,1,3,4.0,2,1,5,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
48,16010,15.0,12,24,2,4.0,2,2,3,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
34,26940,2.0,16,7,2,1.0,2,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40,31490,16.0,15,25,9,2.0,8,4,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
28,176390,6.0,13,1,5,0.0,3,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
44,23190,7.0,18,5,5,3.0,3,0,4,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
53,116910,35.0,20,2,9,4.0,8,8,2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
49,53240,20.0,19,7,3,2.0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
40,167520,8.0,18,2,3,2.0,2,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
44,52280,6.0,13,5,5,1.0,3,1,2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
33,27000,5.0,14,10,4,0.0,3,0,2,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0
34,192460,15.0,15,10,13,3.0,12,3,5,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
30,25060,4.0,22,1,2,8.0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
42,60620,12.0,22,8,12,1.0,8,5,2,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
44,43820,11.0,16,5,1,7.0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
30,21430,1.0,17,8,1,1.0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
57,61620,13.0,14,2,12,0.0,8,2,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
49,50940,29.0,15,7,8,3.0,7,0,5,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
34,68770,16.0,20,2,14,7.0,9,6,3,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
28,22740,5.0,20,2,3,3.0,2,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
29,44340,7.0,17,28,5,5.0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
34,62880,16.0,15,7,15,0.0,10,10,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
35,25530,1.0,14,7,1,1.0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
24,76540,4.0,17,3,0,2.0,0,0,3,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
24,51600,1.0,17,10,1,1.0,0,0,3,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
44,171590,16.0,22,5,2,5.0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
29,128080,10.0,13,10,10,1.0,4,0,6,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
30,102210,6.0,19,1,5,0.0,3,1,2,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
55,47790,4.0,14,20,3,0.0,2,1,6,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
33,37370,8.0,22,7,5,8.0,2,0,2,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
47,23660,11.0,17,8,5,3.0,2,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
28,17060,8.0,12,1,0,7.0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
28,163070,1.0,16,8,1,1.0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
28,59330,5.0,11,9,4,0.0,3,1,3,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
49,34240,10.0,11,5,3,4.0,2,1,3,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
29,40370,4.0,14,8,3,0.0,2,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
28,25590,8.0,11,5,8,1.0,7,1,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
33,62010,14.0,15,15,0,2.0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
32,44030,10.0,20,7,5,2.0,0,0,3,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
54,37610,26.0,12,10,14,3.0,12,1,3,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
29,109340,11.0,17,5,9,6.0,7,0,2,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
44,107610,24.0,11,26,20,3.0,17,14,5,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
39,51750,9.0,17,6,2,4.0,2,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
46,138260,23.0,11,4,13,8.0,1,5,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
35,63340,11.0,14,23,11,1.0,3,3,2,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
23,49360,5.0,19,2,4,0.0,2,1,2,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40,47750,15.0,15,2,5,3.0,0,1,3,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
34,28180,10.0,13,2,10,1.0,6,8,2,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1
31,25150,7.0,14,29,7,1.0,7,7,3,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
50,23420,32.0,12,6,32,1.0,9,13,2,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
34,41940,12.0,17,25,11,0.0,7,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
42,106850,4.0,11,1,1,4.0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0
37,20220,10.0,12,2,10,1.0,7,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
29,23140,9.0,13,1,7,3.0,7,0,5,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
33,42560,5.0,13,1,5,1.0,2,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
45,35800,8.0,20,3,5,4.0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
42,31620,24.0,17,1,20,2.0,9,13,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0
40,65240,9.0,13,10,8,0.0,1,7,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
33,28990,15.0,17,9,15,1.0,7,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
40,52310,21.0,12,5,21,1.0,7,7,4,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
24,23560,2.0,13,10,1,0.0,0,0,5,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
40,28000,8.0,12,7,2,3.0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
45,118360,10.0,22,4,10,1.0,7,7,2,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
35,109030,6.0,11,10,5,0.0,2,4,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
32,29730,12.0,22,22,7,3.0,5,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
36,142750,7.0,18,9,3,3.0,2,1,5,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
48,55620,18.0,13,12,8,8.0,7,7,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
29,45370,5.0,18,23,1,6.0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
33,76420,8.0,20,9,2,2.0,2,2,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
30,179240,10.0,13,1,10,1.0,7,6,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38,52040,10.0,13,9,6,3.0,2,1,2,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
35,22770,3.0,12,7,3,1.0,2,1,2,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
30,27950,9.0,13,14,4,3.0,3,1,4,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
35,25320,1.0,13,2,1,1.0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
53,25590,34.0,25,19,33,0.0,9,1,2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
38,49080,7.0,19,2,5,4.0,4,1,3,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
32,23800,9.0,13,10,6,4.0,2,1,5,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
48,47650,10.0,12,2,8,8.0,6,7,4,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
34,20440,1.0,11,3,1,1.0,0,0,2,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
55,26930,36.0,18,11,36,1.0,13,2,6,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
34,65860,9.0,18,2,2,9.0,1,2,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
26,32940,1.0,11,4,1,1.0,0,0,6,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
38,41710,10.0,23,14,9,0.0,7,7,4,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
38,27780,8.0,13,2,3,2.0,2,1,5,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
36,23770,15.0,13,1,1,6.0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
29,24040,10.0,17,10,10,1.0,5,1,3,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
35,23180,10.0,19,12,5,3.0,4,0,4,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
39,20080,11.0,12,2,7,2.0,6,7,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
29,62440,6.0,22,5,6,1.0,3,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
50,27990,27.0,12,4,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
23,105520,4.0,11,7,2,2.0,2,2,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
36,23290,9.0,15,21,3,3.0,2,0,2,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
42,40140,24.0,13,8,1,8.0,1,0,3,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
35,74030,10.0,12,4,10,1.0,8,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
34,22590,8.0,14,25,8,1.0,7,7,2,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0
40,69320,5.0,13,1,5,1.0,2,1,5,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
43,46780,8.0,25,1,6,5.0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
35,135820,1.0,17,6,1,1.0,1,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
46,23320,27.0,11,12,26,1.0,12,0,2,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
28,24130,1.0,16,1,1,1.0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
22,97050,4.0,18,17,4,1.0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
50,42940,32.0,20,3,30,2.0,13,12,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
32,47210,6.0,14,3,3,3.0,2,0,3,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
44,25190,23.0,21,10,22,0.0,10,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
30,21210,6.0,13,4,6,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
45,29730,10.0,12,29,10,1.0,4,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
45,58550,10.0,14,2,10,1.0,5,4,3,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
31,36170,10.0,21,7,5,7.0,3,0,5,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0
36,67250,7.0,17,18,3,9.0,1,1,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
34,103250,9.0,11,28,9,1.0,2,7,3,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
49,69490,10.0,14,1,9,1.0,4,1,2,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
39,106090,10.0,17,6,7,2.0,7,7,2,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
27,44470,7.0,13,2,7,1.0,7,0,4,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
35,21570,16.0,25,2,16,1.0,10,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
28,46010,6.0,15,23,5,0.0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
21,170990,3.0,14,3,2,1.0,2,2,2,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
18,24790,0.0,12,3,0,1.0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
47,148520,27.0,19,25,5,3.0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
39,72640,10.0,17,2,10,0.0,7,0,5,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
40,56660,18.0,14,22,18,1.0,12,14,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
35,78230,15.0,13,29,14,1.0,9,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
37,78800,9.0,12,29,4,3.0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
39,131940,10.0,11,2,9,0.0,8,3,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
45,50670,10.0,11,28,10,1.0,9,3,3,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
38,50790,10.0,11,2,5,3.0,2,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
35,23210,15.0,12,2,13,9.0,0,6,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
37,174440,8.0,14,22,8,1.0,7,7,4,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
40,24040,18.0,17,8,4,6.0,3,3,2,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
44,34520,14.0,11,2,10,4.0,2,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
48,22700,23.0,14,10,2,2.0,2,2,2,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
35,173990,7.0,12,9,2,6.0,2,2,3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
24,54880,6.0,22,15,6,1.0,3,1,6,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0
27,194190,5.0,14,10,3,7.0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
27,28110,6.0,20,7,4,2.0,2,1,3,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
40,36330,10.0,16,16,4,3.0,3,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
29,41630,8.0,15,20,5,9.0,4,1,4,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
36,21320,9.0,20,23,3,4.0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
25,139730,7.0,14,5,7,1.0,7,0,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
39,26840,7.0,12,10,5,4.0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
49,108450,27.0,24,4,4,3.0,2,1,4,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
50,43770,19.0,12,2,14,5.0,11,1,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
20,37430,2.0,13,18,2,1.0,2,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
34,41480,11.0,11,10,11,1.0,9,7,3,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
36,10510,15.0,14,1,4,2.0,3,1,2,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
49,107390,30.0,11,6,15,2.0,12,2,3,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
36,103880,4.0,14,8,3,0.0,2,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
36,114160,13.0,16,2,5,6.0,4,0,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
54,26000,36.0,14,24,10,3.0,7,4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
43,24220,14.0,11,2,14,1.0,11,6,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
35,54720,13.0,11,17,11,3.0,7,6,3,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
38,24510,19.0,12,19,13,7.0,9,2,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0
29,42400,10.0,14,1,10,1.0,9,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
33,109990,6.0,18,7,6,1.0,4,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
32,50030,10.0,13,5,9,0.0,6,1,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
31,127420,10.0,11,28,10,1.0,2,0,4,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
49,42270,17.0,18,2,2,4.0,2,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
38,39170,4.0,15,29,4,1.0,3,3,2,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
47,183030,29.0,22,1,3,6.0,2,1,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
49,23800,23.0,13,21,8,4.0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
41,137260,21.0,12,24,2,3.0,2,0,6,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
20,47770,2.0,18,1,2,1.0,2,0,3,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
33,63850,7.0,13,18,6,1.0,2,1,6,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
36,199730,10.0,12,2,3,6.0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44,68610,8.0,12,9,2,4.0,2,2,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
23,49690,5.0,12,6,5,1.0,2,1,3,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0
38,198450,7.0,11,11,0,7.0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
53,133200,11.0,11,24,4,3.0,2,1,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
48,63470,19.0,12,10,9,2.0,7,7,3,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
32,27430,1.0,19,1,1,1.0,0,0,2,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
26,108800,7.0,23,18,7,1.0,7,5,5,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
55,23420,8.0,11,23,4,5.0,2,1,2,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
34,176500,15.0,19,28,15,1.0,13,4,6,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
60,40250,19.0,13,17,1,3.0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
33,97250,14.0,11,3,14,1.0,13,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
37,119040,6.0,12,13,6,1.0,3,1,4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
34,21770,10.0,13,7,10,1.0,7,8,5,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
23,75250,3.0,14,12,3,1.0,2,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
44,48340,9.0,14,1,8,1.0,7,6,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0
35,20420,6.0,16,13,5,0.0,4,1,2,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
43,22200,10.0,11,25,10,1.0,8,8,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
24,10520,5.0,13,6,5,1.0,4,0,3,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
41,28210,10.0,17,6,10,1.0,7,8,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
29,192370,9.0,11,2,5,9.0,2,1,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
36,41070,17.0,11,1,13,3.0,7,6,2,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
45,83960,25.0,15,2,23,3.0,4,14,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
