,level_0,index,unnamed: 0,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,infodate,jobinvolvement,performancerating,surveydate,unnamed: 0.1,attrition,retirementdate,retirementtype,resignationreason
1836,1836,6246,1836,1837,1.0,4.0,3.0,2016-12-31,53,Travel_Rarely,Sales,6,3,Marketing,1,Male,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,5,0,4,2016-12-31,4,3,2016-12-31,,,,,
1837,1837,6247,1837,1838,4.0,1.0,3.0,2016-12-31,45,Travel_Rarely,Research & Development,1,5,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4.0,Y,15,8,3,18.0,2,5,0,2,2016-12-31,3,3,2016-12-31,,,,,
1838,1838,6248,1838,1839,3.0,3.0,2.0,2016-12-31,32,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,2016-12-31,1,3,2016-12-31,,,,,
1839,1839,6249,1839,1840,3.0,4.0,3.0,2016-12-31,52,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,9,0,0,2016-12-31,3,3,2016-12-31,,,,,
1840,1840,6250,1840,1841,4.0,3.0,3.0,2016-12-31,37,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
1841,1841,6251,1841,1842,2.0,4.0,3.0,2016-12-31,28,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,2016-12-31,3,3,2016-12-31,,,,,
1842,1842,6252,1842,1843,4.0,4.0,1.0,2016-12-31,22,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,2016-12-31,2,3,2016-12-31,,,,,
1843,1843,6253,1843,1844,1.0,4.0,2.0,2016-12-31,44,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2,2016-12-31,3,3,2016-12-31,,,,,
1844,1844,6254,1844,1845,2.0,4.0,3.0,2016-12-31,42,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2,2,2016-12-31,2,3,2016-12-31,,,,,
1845,1845,6255,1845,1846,1.0,1.0,3.0,2016-12-31,36,Travel_Rarely,Research & Development,14,3,Other,1,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,2016-12-31,2,4,2016-12-31,,,,,
1846,1846,6256,1846,1847,3.0,1.0,3.0,2016-12-31,25,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3,2016-12-31,3,3,2016-12-31,,,,,
1847,1847,6257,1847,1848,4.0,3.0,3.0,2016-12-31,35,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15,2016-12-31,2,3,2016-12-31,,,,,
1848,1848,6258,1848,1849,4.0,2.0,3.0,2016-12-31,35,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,10,7,8,2016-12-31,4,3,2016-12-31,293.0,Yes,2016-10-13,Resignation,Stress
1849,1849,6259,1849,1850,4.0,4.0,3.0,2016-12-31,32,Non-Travel,Research & Development,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,2016-12-31,3,3,2016-12-31,,,,,
1850,1850,6260,1850,1851,3.0,1.0,4.0,2016-12-31,25,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,5,0,3,2016-12-31,3,3,2016-12-31,,,,,
1851,1851,6261,1851,1852,3.0,1.0,3.0,2016-12-31,49,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2,2016-12-31,3,3,2016-12-31,,,,,
1852,1852,6262,1852,1853,1.0,4.0,2.0,2016-12-31,24,Non-Travel,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4,2016-12-31,3,4,2016-12-31,,,,,
1853,1853,6263,1853,1854,2.0,2.0,3.0,2016-12-31,32,Travel_Frequently,Research & Development,12,5,Medical,1,Male,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,10,5,3,2016-12-31,2,3,2016-12-31,,,,,
1854,1854,6264,1854,1855,2.0,2.0,3.0,2016-12-31,38,Travel_Rarely,Sales,22,2,Medical,1,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,2016-12-31,4,3,2016-12-31,,,,,
1855,1855,6265,1855,1856,3.0,4.0,2.0,2016-12-31,42,Travel_Rarely,Research & Development,18,1,Technical Degree,1,Female,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,5,1,3,2016-12-31,3,4,2016-12-31,,,,,
1856,1856,6266,1856,1857,4.0,4.0,3.0,2016-12-31,31,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,6,0,2,2016-12-31,3,3,2016-12-31,,,,,
1857,1857,6267,1857,1858,2.0,3.0,3.0,2016-12-31,29,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2,2016-12-31,3,3,2016-12-31,294.0,Yes,2016-11-14,Resignation,Others
1858,1858,6268,1858,1859,1.0,4.0,3.0,2016-12-31,53,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,2,2,2016-12-31,2,3,2016-12-31,,,,,
1859,1859,6269,1859,1860,4.0,2.0,3.0,2016-12-31,35,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8,2016-12-31,4,3,2016-12-31,,,,,
1860,1860,6270,1860,1861,3.0,4.0,3.0,2016-12-31,37,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,2016-12-31,1,3,2016-12-31,,,,,
1861,1861,6271,1861,1862,4.0,4.0,3.0,2016-12-31,53,Travel_Rarely,Research & Development,1,1,Medical,1,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,2016-12-31,4,4,2016-12-31,,,,,
1862,1862,6272,1862,1863,4.0,4.0,2.0,2016-12-31,43,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,5,2,2,2016-12-31,3,3,2016-12-31,,,,,
1863,1863,6273,1863,1864,3.0,4.0,3.0,2016-12-31,47,Travel_Rarely,Sales,15,4,Marketing,1,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7,2016-12-31,3,3,2016-12-31,,,,,
1864,1864,6274,1864,1865,1.0,2.0,3.0,2016-12-31,37,Non-Travel,Research & Development,1,5,Medical,1,Female,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,10,0,9,2016-12-31,3,3,2016-12-31,,,,,
1865,1865,6275,1865,1866,1.0,1.0,3.0,2016-12-31,50,Non-Travel,Research & Development,17,3,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7,2016-12-31,3,4,2016-12-31,,,,,
1866,1866,6276,1866,1867,4.0,4.0,3.0,2016-12-31,39,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4,2016-12-31,2,3,2016-12-31,,,,,
1867,1867,6277,1867,1868,4.0,2.0,4.0,2016-12-31,33,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,4,0,3,2016-12-31,3,3,2016-12-31,,,,,
1868,1868,6278,1868,1869,1.0,4.0,1.0,2016-12-31,32,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,2016-12-31,2,3,2016-12-31,295.0,Yes,2016-05-25,Fired,Others
1869,1869,6279,1869,1870,1.0,4.0,3.0,2016-12-31,29,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3,2016-12-31,4,3,2016-12-31,,,,,
1870,1870,6280,1870,1871,2.0,1.0,3.0,2016-12-31,44,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,8,7,1,2016-12-31,3,3,2016-12-31,,,,,
1871,1871,6281,1871,1872,1.0,4.0,3.0,2016-12-31,28,Travel_Rarely,Sales,24,5,Life Sciences,1,Female,1,Research Scientist,Single,23280,1.0,Y,11,8,2,4.0,3,4,0,2,2016-12-31,3,3,2016-12-31,,,,,
1872,1872,6282,1872,1873,4.0,4.0,2.0,2016-12-31,58,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,1,0,0,2016-12-31,3,3,2016-12-31,296.0,Yes,2016-06-23,Resignation,Stress
1873,1873,6283,1873,1874,1.0,2.0,4.0,2016-12-31,43,Travel_Rarely,Sales,7,4,Marketing,1,Male,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
1874,1874,6284,1874,1875,3.0,3.0,2.0,2016-12-31,20,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1.0,Y,12,8,0,2.0,6,2,0,2,2016-12-31,1,3,2016-12-31,297.0,Yes,2016-02-08,Resignation,Others
1875,1875,6285,1875,1876,4.0,4.0,2.0,2016-12-31,21,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,1,0,0,2016-12-31,3,3,2016-12-31,298.0,Yes,2016-03-17,Fired,Others
1876,1876,6286,1876,1877,3.0,4.0,2.0,2016-12-31,36,Travel_Rarely,Research & Development,26,4,Medical,1,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,2016-12-31,3,3,2016-12-31,,,,,
1877,1877,6287,1877,1878,4.0,4.0,2.0,2016-12-31,47,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,3,1,2,2016-12-31,3,4,2016-12-31,,,,,
1878,1878,6288,1878,1879,2.0,3.0,4.0,2016-12-31,22,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,2016-12-31,3,3,2016-12-31,299.0,Yes,2016-03-30,Resignation,Stress
1879,1879,6289,1879,1880,2.0,4.0,2.0,2016-12-31,41,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,7,1,0,2016-12-31,4,3,2016-12-31,300.0,Yes,2016-05-05,Resignation,Others
1880,1880,6290,1880,1881,3.0,3.0,3.0,2016-12-31,28,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,2016-12-31,3,4,2016-12-31,,,,,
1881,1881,6291,1881,1882,4.0,1.0,1.0,2016-12-31,39,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,2,2,2016-12-31,3,3,2016-12-31,301.0,Yes,2016-04-15,Resignation,Stress
1882,1882,6292,1882,1883,2.0,3.0,3.0,2016-12-31,27,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
1883,1883,6293,1883,1884,2.0,2.0,3.0,2016-12-31,34,Travel_Rarely,Research & Development,12,2,Technical Degree,1,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0,2016-12-31,3,3,2016-12-31,,,,,
1884,1884,6294,1884,1885,3.0,3.0,3.0,2016-12-31,42,Travel_Rarely,Sales,11,1,Technical Degree,1,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,2016-12-31,2,3,2016-12-31,,,,,
1885,1885,6295,1885,1886,3.0,1.0,3.0,2016-12-31,33,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,3,0,2,2016-12-31,3,3,2016-12-31,,,,,
1886,1886,6296,1886,1887,3.0,2.0,3.0,2016-12-31,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,2016-12-31,3,4,2016-12-31,,,,,
1887,1887,6297,1887,1888,2.0,3.0,4.0,2016-12-31,31,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2,2016-12-31,3,3,2016-12-31,,,,,
1888,1888,6298,1888,1889,4.0,4.0,1.0,2016-12-31,35,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,2016-12-31,3,4,2016-12-31,,,,,
1889,1889,6299,1889,1890,1.0,2.0,2.0,2016-12-31,49,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,26,1,7,2016-12-31,2,3,2016-12-31,,,,,
1890,1890,6300,1890,1891,4.0,3.0,2.0,2016-12-31,48,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
1891,1891,6301,1891,1892,4.0,3.0,2.0,2016-12-31,31,Non-Travel,Research & Development,1,2,Technical Degree,1,Female,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,9,0,0,2016-12-31,3,3,2016-12-31,,,,,
1892,1892,6302,1892,1893,2.0,4.0,3.0,2016-12-31,36,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Male,1,Sales Executive,Single,79180,2.0,Y,12,8,2,8.0,3,6,0,1,2016-12-31,2,3,2016-12-31,,,,,
1893,1893,6303,1893,1894,4.0,1.0,3.0,2016-12-31,38,Travel_Rarely,Sales,6,3,Other,1,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,2016-12-31,3,3,2016-12-31,,,,,
1894,1894,6304,1894,1895,3.0,2.0,3.0,2016-12-31,32,Non-Travel,Sales,18,3,Marketing,1,Male,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,3,0,2,2016-12-31,2,3,2016-12-31,,,,,
1895,1895,6305,1895,1896,3.0,2.0,3.0,2016-12-31,25,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,1,0,0,2016-12-31,2,3,2016-12-31,302.0,Yes,2016-06-08,Resignation,Others
1896,1896,6306,1896,1897,1.0,2.0,2.0,2016-12-31,40,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
1897,1897,6307,1897,1898,3.0,1.0,3.0,2016-12-31,26,Travel_Frequently,Sales,11,3,Marketing,1,Male,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,0,7,2016-12-31,2,3,2016-12-31,,,,,
1898,1898,6308,1898,1899,4.0,1.0,3.0,2016-12-31,41,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,2016-12-31,3,3,2016-12-31,,,,,
1899,1899,6309,1899,1900,3.0,3.0,3.0,2016-12-31,36,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,11,3,9,2016-12-31,1,3,2016-12-31,,,,,
1900,1900,6310,1900,1901,4.0,2.0,4.0,2016-12-31,19,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,1,0,0,2016-12-31,3,3,2016-12-31,303.0,Yes,2016-03-26,Resignation,Others
1901,1901,6311,1901,1902,1.0,1.0,3.0,2016-12-31,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0,2016-12-31,3,3,2016-12-31,304.0,Yes,2016-04-24,Resignation,Others
1902,1902,6312,1902,1903,4.0,4.0,1.0,2016-12-31,31,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,9,8,5,2016-12-31,3,3,2016-12-31,,,,,
1903,1903,6313,1903,1904,4.0,2.0,3.0,2016-12-31,40,Travel_Frequently,Sales,1,3,Marketing,1,Male,1,Research Scientist,Divorced,39310,8.0,Y,19,8,0,3.0,2,1,0,0,2016-12-31,2,3,2016-12-31,,,,,
1904,1904,6314,1904,1905,3.0,1.0,4.0,2016-12-31,32,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3,2016-12-31,3,4,2016-12-31,,,,,
1905,1905,6315,1905,1906,3.0,4.0,3.0,2016-12-31,36,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7,2016-12-31,3,3,2016-12-31,305.0,Yes,2016-05-23,Resignation,Salary
1906,1906,6316,1906,1907,2.0,4.0,3.0,2016-12-31,33,Travel_Rarely,Research & Development,1,4,Medical,1,Female,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,5,1,4,2016-12-31,3,3,2016-12-31,,,,,
1907,1907,6317,1907,1908,1.0,3.0,1.0,2016-12-31,37,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,2016-12-31,2,3,2016-12-31,306.0,Yes,2016-10-20,Resignation,Salary
1908,1908,6318,1908,1909,3.0,2.0,2.0,2016-12-31,45,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,2016-12-31,3,3,2016-12-31,,,,,
1909,1909,6319,1909,1910,3.0,4.0,3.0,2016-12-31,29,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,3,0,2,2016-12-31,3,3,2016-12-31,,,,,
1910,1910,6320,1910,1911,3.0,3.0,3.0,2016-12-31,35,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,2016-12-31,2,3,2016-12-31,,,,,
1911,1911,6321,1911,1912,4.0,4.0,3.0,2016-12-31,52,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,2016-12-31,3,3,2016-12-31,,,,,
1912,1912,6322,1912,1913,4.0,3.0,3.0,2016-12-31,58,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,2016-12-31,1,3,2016-12-31,307.0,Yes,2016-12-07,Resignation,Salary
1913,1913,6323,1913,1914,3.0,3.0,4.0,2016-12-31,53,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,2016-12-31,3,3,2016-12-31,,,,,
1914,1914,6324,1914,1915,3.0,3.0,4.0,2016-12-31,30,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,2016-12-31,2,3,2016-12-31,,,,,
1915,1915,6325,1915,1916,3.0,4.0,3.0,2016-12-31,38,Non-Travel,Sales,4,3,Life Sciences,1,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,2016-12-31,3,4,2016-12-31,,,,,
1916,1916,6326,1916,1917,4.0,4.0,3.0,2016-12-31,35,Travel_Rarely,Sales,1,2,Life Sciences,1,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8,2016-12-31,1,3,2016-12-31,,,,,
1917,1917,6327,1917,1918,1.0,3.0,3.0,2016-12-31,39,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,2016-12-31,2,3,2016-12-31,,,,,
1918,1918,6328,1918,1919,2.0,2.0,2.0,2016-12-31,40,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,2016-12-31,3,3,2016-12-31,308.0,Yes,2016-07-29,Resignation,Stress
1919,1919,6329,1919,1920,3.0,3.0,4.0,2016-12-31,47,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,2016-12-31,3,3,2016-12-31,,,,,
1920,1920,6330,1920,1921,1.0,4.0,3.0,2016-12-31,36,Non-Travel,Sales,28,1,Life Sciences,1,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,2016-12-31,3,3,2016-12-31,,,,,
1921,1921,6331,1921,1922,3.0,1.0,3.0,2016-12-31,31,Non-Travel,Research & Development,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,2016-12-31,3,4,2016-12-31,309.0,Yes,2016-05-18,Resignation,Stress
1922,1922,6332,1922,1923,4.0,3.0,3.0,2016-12-31,33,Non-Travel,Sales,15,3,Other,1,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,2016-12-31,3,3,2016-12-31,,,,,
1923,1923,6333,1923,1924,4.0,1.0,3.0,2016-12-31,29,Travel_Rarely,Human Resources,3,5,Life Sciences,1,Male,1,Sales Executive,Single,27230,6.0,Y,11,8,1,3.0,2,0,0,0,2016-12-31,2,3,2016-12-31,310.0,Yes,2016-11-12,Resignation,Stress
1924,1924,6334,1924,1925,2.0,4.0,3.0,2016-12-31,33,Travel_Rarely,Research & Development,2,2,Technical Degree,1,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2,2016-12-31,3,3,2016-12-31,,,,,
1925,1925,6335,1925,1926,4.0,4.0,3.0,2016-12-31,45,Travel_Rarely,Research & Development,26,1,Medical,1,Female,3,Healthcare Representative,Divorced,27940,3.0,Y,19,8,1,8.0,2,5,0,2,2016-12-31,3,3,2016-12-31,,,,,
1926,1926,6336,1926,1927,4.0,4.0,2.0,2016-12-31,50,Travel_Rarely,Sales,10,1,Life Sciences,1,Female,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,5,1,3,2016-12-31,2,4,2016-12-31,,,,,
1927,1927,6337,1927,1928,3.0,2.0,3.0,2016-12-31,33,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,6,1,2,2016-12-31,2,3,2016-12-31,,,,,
1928,1928,6338,1928,1929,1.0,3.0,4.0,2016-12-31,41,Travel_Frequently,Sales,11,3,Other,1,Male,1,Laboratory Technician,Divorced,168720,2.0,Y,15,8,1,21.0,2,18,0,11,2016-12-31,3,3,2016-12-31,,,,,
1929,1929,6339,1929,1930,3.0,2.0,3.0,2016-12-31,27,Travel_Rarely,Research & Development,20,4,Other,1,Male,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
1930,1930,6340,1930,1931,4.0,1.0,3.0,2016-12-31,45,Non-Travel,Sales,2,3,Medical,1,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8,2016-12-31,4,3,2016-12-31,,,,,
1931,1931,6341,1931,1932,4.0,4.0,3.0,2016-12-31,47,Travel_Rarely,Sales,18,4,Medical,1,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7,2016-12-31,3,3,2016-12-31,,,,,
1932,1932,6342,1932,1933,1.0,3.0,3.0,2016-12-31,30,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,2016-12-31,2,3,2016-12-31,311.0,Yes,2016-08-18,Resignation,Salary
1933,1933,6343,1933,1934,4.0,3.0,3.0,2016-12-31,50,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,2016-12-31,3,3,2016-12-31,,,,,
1934,1934,6344,1934,1935,3.0,3.0,2.0,2016-12-31,38,Travel_Frequently,Research & Development,13,3,Technical Degree,1,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2,2016-12-31,2,3,2016-12-31,,,,,
1935,1935,6345,1935,1936,4.0,3.0,3.0,2016-12-31,46,Travel_Rarely,Research & Development,28,3,Medical,1,Female,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,8,0,7,2016-12-31,3,3,2016-12-31,,,,,
1936,1936,6346,1936,1937,4.0,3.0,3.0,2016-12-31,24,Travel_Rarely,Sales,28,3,Life Sciences,1,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,2016-12-31,3,3,2016-12-31,,,,,
1937,1937,6347,1937,1938,3.0,2.0,1.0,2016-12-31,35,Travel_Rarely,Sales,24,3,Medical,1,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,2016-12-31,2,3,2016-12-31,312.0,Yes,2016-02-18,Resignation,Others
1938,1938,6348,1938,1939,3.0,1.0,3.0,2016-12-31,31,Travel_Frequently,Research & Development,5,2,Technical Degree,1,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,2016-12-31,3,3,2016-12-31,,,,,
