,level_0,index,unnamed: 0,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,infodate,jobinvolvement,performancerating,surveydate,unnamed: 0.1,attrition,retirementdate,retirementtype,resignationreason
1808,1808,1808,1808,1809,4.0,3.0,3.0,2015-12-31,35,Travel_Rarely,Sales,10,4,Marketing,1,Female,1,Research Scientist,Single,26320,3.0,Y,13,8,3,7.0,3,2,2,2,2015-12-31,4,3,2015-12-31,,,,,
1809,1809,1809,1809,1810,4.0,4.0,3.0,2015-12-31,42,Travel_Rarely,Sales,15,1,Marketing,1,Male,2,Laboratory Technician,Married,46680,9.0,Y,18,8,2,8.0,2,4,0,2,2015-12-31,3,3,2015-12-31,,,,,
1810,1810,1810,1810,1811,3.0,3.0,2.0,2015-12-31,28,Travel_Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6.0,Y,16,8,1,5.0,4,2,2,1,2015-12-31,2,3,2015-12-31,,,,,
1811,1811,1811,1811,1812,3.0,2.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,27200,4.0,Y,14,8,1,8.0,3,5,0,4,2015-12-31,3,3,2015-12-31,,,,,
1812,1812,1812,1812,1813,3.0,3.0,3.0,2015-12-31,32,Travel_Rarely,Research & Development,3,1,Medical,1,Male,2,Manufacturing Director,Married,171810,1.0,Y,14,8,0,14.0,2,14,6,8,2015-12-31,2,3,2015-12-31,,,,,
1813,1813,1813,1813,1814,1.0,3.0,3.0,2015-12-31,40,Travel_Frequently,Sales,9,3,Marketing,1,Male,3,Manufacturing Director,Single,22380,6.0,Y,14,8,0,10.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1814,1814,1814,1814,1815,3.0,4.0,2.0,2015-12-31,30,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Male,2,Research Director,Single,14830,5.0,Y,13,8,0,12.0,3,0,0,0,2015-12-31,3,3,2015-12-31,,,,,
1815,1815,1815,1815,1816,2.0,3.0,3.0,2015-12-31,45,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Male,1,Research Director,Single,56050,1.0,Y,12,8,2,1.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1816,1816,1816,1816,1817,2.0,2.0,2.0,2015-12-31,42,Travel_Rarely,Research & Development,20,2,Medical,1,Male,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,9,7,8,2015-12-31,3,3,2015-12-31,,,,,
1817,1817,1817,1817,1818,1.0,1.0,2.0,2015-12-31,38,Travel_Frequently,Sales,4,3,Medical,1,Male,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,4,1,2,2015-12-31,3,3,2015-12-31,,,,,
1818,1818,1818,1818,1819,3.0,4.0,3.0,2015-12-31,34,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1.0,Y,14,8,1,6.0,3,5,1,3,2015-12-31,3,3,2015-12-31,,,,,
1819,1819,1819,1819,1820,3.0,4.0,4.0,2015-12-31,49,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1.0,Y,14,8,2,9.0,2,9,7,7,2015-12-31,4,3,2015-12-31,,,,,
1820,1820,1820,1820,1821,3.0,4.0,2.0,2015-12-31,55,Travel_Rarely,Human Resources,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4.0,Y,11,8,0,12.0,3,9,7,3,2015-12-31,4,3,2015-12-31,,,,,
1821,1821,1821,1821,1822,2.0,1.0,3.0,2015-12-31,43,Travel_Rarely,Research & Development,25,2,Medical,1,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0,2015-12-31,2,3,2015-12-31,,,,,
1822,1822,1822,1822,1823,3.0,4.0,3.0,2015-12-31,27,Travel_Rarely,Sales,2,4,Medical,1,Male,2,Manager,Divorced,33460,1.0,Y,21,8,1,9.0,2,9,0,8,2015-12-31,2,4,2015-12-31,,,,,
1823,1823,1823,1823,1824,3.0,3.0,4.0,2015-12-31,35,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Director,Single,108550,3.0,Y,13,8,1,17.0,2,8,1,6,2015-12-31,3,3,2015-12-31,,,,,
1824,1824,1824,1824,1825,2.0,2.0,3.0,2015-12-31,28,Travel_Rarely,Sales,1,2,Technical Degree,1,Female,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,8,7,5,2015-12-31,2,3,2015-12-31,,,,,
1825,1825,1825,1825,1826,3.0,4.0,1.0,2015-12-31,34,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Research Scientist,Married,23230,0.0,Y,17,8,0,4.0,2,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
1826,1826,1826,1826,1827,3.0,3.0,3.0,2015-12-31,26,Travel_Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,2015-12-31,3,4,2015-12-31,,,,,
1827,1827,1827,1827,1828,4.0,4.0,2.0,2015-12-31,27,Non-Travel,Sales,1,3,Technical Degree,1,Female,1,Sales Executive,Married,27130,1.0,Y,11,8,0,0.0,2,0,0,0,2015-12-31,3,3,2015-12-31,,,,,
1828,1828,1828,1828,1829,1.0,3.0,2.0,2015-12-31,51,Travel_Rarely,Sales,16,3,Medical,1,Male,3,Research Scientist,Married,94390,2.0,Y,15,8,3,29.0,0,20,4,17,2015-12-31,3,3,2015-12-31,,,,,
1829,1829,1829,1829,1830,4.0,2.0,2.0,2015-12-31,44,Travel_Rarely,Sales,24,5,Medical,1,Female,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,5,2,3,2015-12-31,3,3,2015-12-31,,,,,
1830,1830,1830,1830,1831,1.0,1.0,2.0,2015-12-31,25,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Laboratory Technician,Single,199260,7.0,Y,11,8,3,6.0,5,4,0,1,2015-12-31,4,3,2015-12-31,,,,,
1831,1831,1831,1831,1832,1.0,1.0,3.0,2015-12-31,33,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,9,0,8,2015-12-31,2,3,2015-12-31,,,,,
1832,1832,1832,1832,1833,3.0,1.0,2.0,2015-12-31,35,Travel_Rarely,Sales,6,4,Medical,1,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1,2015-12-31,2,4,2015-12-31,,,,,
1833,1833,1833,1833,1834,2.0,4.0,2.0,2015-12-31,36,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Manager,Married,86860,1.0,Y,13,8,0,18.0,2,18,4,11,2015-12-31,3,3,2015-12-31,,,,,
1834,1834,1834,1834,1835,2.0,4.0,2.0,2015-12-31,32,Travel_Rarely,Research & Development,3,4,Medical,1,Female,4,Sales Executive,Divorced,30380,2.0,Y,20,8,0,8.0,3,5,0,3,2015-12-31,3,4,2015-12-31,,,,,
1835,1835,1835,1835,1836,2.0,4.0,2.0,2015-12-31,30,Travel_Frequently,Research & Development,4,5,Medical,1,Male,5,Sales Representative,Divorced,30580,9.0,Y,14,8,1,10.0,2,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
1836,1836,1836,1836,1837,1.0,4.0,3.0,2015-12-31,53,Travel_Rarely,Sales,6,3,Marketing,1,Male,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,5,0,4,2015-12-31,4,3,2015-12-31,,,,,
1837,1837,1837,1837,1838,4.0,1.0,3.0,2015-12-31,45,Travel_Rarely,Research & Development,1,5,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4.0,Y,15,8,3,18.0,2,5,0,2,2015-12-31,3,3,2015-12-31,,,,,
1838,1838,1838,1838,1839,3.0,3.0,2.0,2015-12-31,32,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,2015-12-31,1,3,2015-12-31,,,,,
1839,1839,1839,1839,1840,3.0,4.0,3.0,2015-12-31,52,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,9,0,0,2015-12-31,3,3,2015-12-31,,,,,
1840,1840,1840,1840,1841,4.0,3.0,3.0,2015-12-31,37,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1841,1841,1841,1841,1842,2.0,4.0,3.0,2015-12-31,28,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,2015-12-31,3,3,2015-12-31,,,,,
1842,1842,1842,1842,1843,4.0,4.0,1.0,2015-12-31,22,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,2015-12-31,2,3,2015-12-31,,,,,
1843,1843,1843,1843,1844,1.0,4.0,2.0,2015-12-31,44,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
1844,1844,1844,1844,1845,2.0,4.0,3.0,2015-12-31,42,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2,2,2015-12-31,2,3,2015-12-31,,,,,
1845,1845,1845,1845,1846,1.0,1.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,14,3,Other,1,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,2015-12-31,2,4,2015-12-31,,,,,
1846,1846,1846,1846,1847,3.0,1.0,3.0,2015-12-31,25,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
1847,1847,1847,1847,1848,4.0,3.0,3.0,2015-12-31,35,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15,2015-12-31,2,3,2015-12-31,,,,,
1848,1848,1848,1848,1849,4.0,2.0,3.0,2015-12-31,35,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,10,7,8,2015-12-31,4,3,2015-12-31,,,,,
1849,1849,1849,1849,1850,4.0,4.0,3.0,2015-12-31,32,Non-Travel,Research & Development,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
1850,1850,1850,1850,1851,3.0,1.0,4.0,2015-12-31,25,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
1851,1851,1851,1851,1852,3.0,1.0,3.0,2015-12-31,49,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2,2015-12-31,3,3,2015-12-31,,,,,
1852,1852,1852,1852,1853,1.0,4.0,2.0,2015-12-31,24,Non-Travel,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4,2015-12-31,3,4,2015-12-31,,,,,
1853,1853,1853,1853,1854,2.0,2.0,3.0,2015-12-31,32,Travel_Frequently,Research & Development,12,5,Medical,1,Male,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,10,5,3,2015-12-31,2,3,2015-12-31,,,,,
1854,1854,1854,1854,1855,2.0,2.0,3.0,2015-12-31,38,Travel_Rarely,Sales,22,2,Medical,1,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,2015-12-31,4,3,2015-12-31,,,,,
1855,1855,1855,1855,1856,3.0,4.0,2.0,2015-12-31,42,Travel_Rarely,Research & Development,18,1,Technical Degree,1,Female,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,5,1,3,2015-12-31,3,4,2015-12-31,,,,,
1856,1856,1856,1856,1857,4.0,4.0,3.0,2015-12-31,31,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,6,0,2,2015-12-31,3,3,2015-12-31,,,,,
1857,1857,1857,1857,1858,2.0,3.0,3.0,2015-12-31,29,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
1858,1858,1858,1858,1859,1.0,4.0,3.0,2015-12-31,53,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,2,2,2015-12-31,2,3,2015-12-31,,,,,
1859,1859,1859,1859,1860,4.0,2.0,3.0,2015-12-31,35,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8,2015-12-31,4,3,2015-12-31,,,,,
1860,1860,1860,1860,1861,3.0,4.0,3.0,2015-12-31,37,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,2015-12-31,1,3,2015-12-31,,,,,
1861,1861,1861,1861,1862,4.0,4.0,3.0,2015-12-31,53,Travel_Rarely,Research & Development,1,1,Medical,1,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,2015-12-31,4,4,2015-12-31,,,,,
1862,1862,1862,1862,1863,4.0,4.0,2.0,2015-12-31,43,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,5,2,2,2015-12-31,3,3,2015-12-31,,,,,
1863,1863,1863,1863,1864,3.0,4.0,3.0,2015-12-31,47,Travel_Rarely,Sales,15,4,Marketing,1,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7,2015-12-31,3,3,2015-12-31,,,,,
1864,1864,1864,1864,1865,1.0,2.0,3.0,2015-12-31,37,Non-Travel,Research & Development,1,5,Medical,1,Female,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,10,0,9,2015-12-31,3,3,2015-12-31,,,,,
1865,1865,1865,1865,1866,1.0,1.0,3.0,2015-12-31,50,Non-Travel,Research & Development,17,3,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7,2015-12-31,3,4,2015-12-31,,,,,
1866,1866,1866,1866,1867,4.0,4.0,3.0,2015-12-31,39,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4,2015-12-31,2,3,2015-12-31,,,,,
1867,1867,1867,1867,1868,4.0,2.0,4.0,2015-12-31,33,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,4,0,3,2015-12-31,3,3,2015-12-31,,,,,
1868,1868,1868,1868,1869,1.0,4.0,1.0,2015-12-31,32,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,2015-12-31,2,3,2015-12-31,,,,,
1869,1869,1869,1869,1870,1.0,4.0,3.0,2015-12-31,29,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3,2015-12-31,4,3,2015-12-31,,,,,
1870,1870,1870,1870,1871,2.0,1.0,3.0,2015-12-31,44,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,8,7,1,2015-12-31,3,3,2015-12-31,,,,,
1871,1871,1871,1871,1872,1.0,4.0,3.0,2015-12-31,28,Travel_Rarely,Sales,24,5,Life Sciences,1,Female,1,Research Scientist,Single,23280,1.0,Y,11,8,2,4.0,3,4,0,2,2015-12-31,3,3,2015-12-31,,,,,
1872,1872,1872,1872,1873,4.0,4.0,2.0,2015-12-31,58,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1873,1873,1873,1873,1874,1.0,2.0,4.0,2015-12-31,43,Travel_Rarely,Sales,7,4,Marketing,1,Male,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1874,1874,1874,1874,1875,3.0,3.0,2.0,2015-12-31,20,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1.0,Y,12,8,0,2.0,6,2,0,2,2015-12-31,1,3,2015-12-31,,,,,
1875,1875,1875,1875,1876,4.0,4.0,2.0,2015-12-31,21,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1876,1876,1876,1876,1877,3.0,4.0,2.0,2015-12-31,36,Travel_Rarely,Research & Development,26,4,Medical,1,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,2015-12-31,3,3,2015-12-31,,,,,
1877,1877,1877,1877,1878,4.0,4.0,2.0,2015-12-31,47,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,3,1,2,2015-12-31,3,4,2015-12-31,,,,,
1878,1878,1878,1878,1879,2.0,3.0,4.0,2015-12-31,22,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
1879,1879,1879,1879,1880,2.0,4.0,2.0,2015-12-31,41,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,7,1,0,2015-12-31,4,3,2015-12-31,,,,,
1880,1880,1880,1880,1881,3.0,3.0,3.0,2015-12-31,28,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,2015-12-31,3,4,2015-12-31,,,,,
1881,1881,1881,1881,1882,4.0,1.0,1.0,2015-12-31,39,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,2,2,2015-12-31,3,3,2015-12-31,,,,,
1882,1882,1882,1882,1883,2.0,3.0,3.0,2015-12-31,27,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1883,1883,1883,1883,1884,2.0,2.0,3.0,2015-12-31,34,Travel_Rarely,Research & Development,12,2,Technical Degree,1,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0,2015-12-31,3,3,2015-12-31,,,,,
1884,1884,1884,1884,1885,3.0,3.0,3.0,2015-12-31,42,Travel_Rarely,Sales,11,1,Technical Degree,1,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,2015-12-31,2,3,2015-12-31,,,,,
1885,1885,1885,1885,1886,3.0,1.0,3.0,2015-12-31,33,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
1886,1886,1886,1886,1887,3.0,2.0,3.0,2015-12-31,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,2015-12-31,3,4,2015-12-31,,,,,
1887,1887,1887,1887,1888,2.0,3.0,4.0,2015-12-31,31,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2,2015-12-31,3,3,2015-12-31,,,,,
1888,1888,1888,1888,1889,4.0,4.0,1.0,2015-12-31,35,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,2015-12-31,3,4,2015-12-31,,,,,
1889,1889,1889,1889,1890,1.0,2.0,2.0,2015-12-31,49,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,26,1,7,2015-12-31,2,3,2015-12-31,,,,,
1890,1890,1890,1890,1891,4.0,3.0,2.0,2015-12-31,48,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,0,0,2015-12-31,3,3,2015-12-31,,,,,
1891,1891,1891,1891,1892,4.0,3.0,2.0,2015-12-31,31,Non-Travel,Research & Development,1,2,Technical Degree,1,Female,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,9,0,0,2015-12-31,3,3,2015-12-31,,,,,
1892,1892,1892,1892,1893,2.0,4.0,3.0,2015-12-31,36,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Male,1,Sales Executive,Single,79180,2.0,Y,12,8,2,8.0,3,6,0,1,2015-12-31,2,3,2015-12-31,,,,,
1893,1893,1893,1893,1894,4.0,1.0,3.0,2015-12-31,38,Travel_Rarely,Sales,6,3,Other,1,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,2015-12-31,3,3,2015-12-31,,,,,
1894,1894,1894,1894,1895,3.0,2.0,3.0,2015-12-31,32,Non-Travel,Sales,18,3,Marketing,1,Male,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,3,0,2,2015-12-31,2,3,2015-12-31,,,,,
1895,1895,1895,1895,1896,3.0,2.0,3.0,2015-12-31,25,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,1,0,0,2015-12-31,2,3,2015-12-31,,,,,
1896,1896,1896,1896,1897,1.0,2.0,2.0,2015-12-31,40,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1897,1897,1897,1897,1898,3.0,1.0,3.0,2015-12-31,26,Travel_Frequently,Sales,11,3,Marketing,1,Male,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,0,7,2015-12-31,2,3,2015-12-31,,,,,
1898,1898,1898,1898,1899,4.0,1.0,3.0,2015-12-31,41,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,2015-12-31,3,3,2015-12-31,,,,,
1899,1899,1899,1899,1900,3.0,3.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,11,3,9,2015-12-31,1,3,2015-12-31,,,,,
1900,1900,1900,1900,1901,4.0,2.0,4.0,2015-12-31,19,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1901,1901,1901,1901,1902,1.0,1.0,3.0,2015-12-31,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
1902,1902,1902,1902,1903,4.0,4.0,1.0,2015-12-31,31,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,9,8,5,2015-12-31,3,3,2015-12-31,,,,,
1903,1903,1903,1903,1904,4.0,2.0,3.0,2015-12-31,40,Travel_Frequently,Sales,1,3,Marketing,1,Male,1,Research Scientist,Divorced,39310,8.0,Y,19,8,0,3.0,2,1,0,0,2015-12-31,2,3,2015-12-31,,,,,
1904,1904,1904,1904,1905,3.0,1.0,4.0,2015-12-31,32,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3,2015-12-31,3,4,2015-12-31,,,,,
1905,1905,1905,1905,1906,3.0,4.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7,2015-12-31,3,3,2015-12-31,,,,,
1906,1906,1906,1906,1907,2.0,4.0,3.0,2015-12-31,33,Travel_Rarely,Research & Development,1,4,Medical,1,Female,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,5,1,4,2015-12-31,3,3,2015-12-31,,,,,
1907,1907,1907,1907,1908,1.0,3.0,1.0,2015-12-31,37,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,2015-12-31,2,3,2015-12-31,,,,,
1908,1908,1908,1908,1909,3.0,2.0,2.0,2015-12-31,45,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,2015-12-31,3,3,2015-12-31,,,,,
1909,1909,1909,1909,1910,3.0,4.0,3.0,2015-12-31,29,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
1910,1910,1910,1910,1911,3.0,3.0,3.0,2015-12-31,35,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,2015-12-31,2,3,2015-12-31,,,,,
1911,1911,1911,1911,1912,4.0,4.0,3.0,2015-12-31,52,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,2015-12-31,3,3,2015-12-31,,,,,
1912,1912,1912,1912,1913,4.0,3.0,3.0,2015-12-31,58,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,2015-12-31,1,3,2015-12-31,,,,,
1913,1913,1913,1913,1914,3.0,3.0,4.0,2015-12-31,53,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,2015-12-31,3,3,2015-12-31,,,,,
